hotel_id,name,hotel_link,stars,rating,reviews,address,intro,price,room_type,province
80,Khách sạn Parkside Sunline Hà Nội,https://www.ivivu.com/khach-san-ha-noi/parkside-sunline-hotel,4.0,4.0,,"72-74 Đại Cồ Việt, Hai Bà Trưng","ấm cúng, sang trọng, Nhật Bản",1.110.500,Superior Double Room,ha-noi
81,Khách sạn Fortuna Hà Nội,https://www.ivivu.com/khach-san-ha-noi/fortuna-hanoi-hotel,4.5,2.0,,"6B P. Láng Hạ, Thành Công","Quận Ba Đình, Ở Quận Đống Đa, Hà Nội",1.901.000,Deluxe Twin Bed Room,ha-noi
82,Khách sạn Wyndham Garden Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-wyndham-garden-ha-noi,5.0,3.0,,"Lô HH01 Tố Hữu, quận Hà Đông","Quận Hà Đông, Tiện nghi",1.777.000,1 King Bed Deluxe Non-Smoking,ha-noi
83,May De Ville Luxury Hotel & Spa Hà Nội - Gia Ngư,https://www.ivivu.com/khach-san-ha-noi/may-de-ville-old-quarter,5.0,3.0,,43 Gia Ngư,"Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Ngay Phố Cổ",1.955.000,Deluxe Room with Internal Window,ha-noi
84,Khách sạn One Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-one-ha-noi,3.0,2.0,,"C3/D6 New Cau Giay , Đường Trần Thái Tông, Phường Dịch Vọng","Quận Hoàn Kiếm, Trung tâm thành phố Hà Nội, Cho thuê xe, Bãi đậu xe ô tô",480.500,classic,ha-noi
85,Khách sạn Thăng Long Opera Hà Nội,https://www.ivivu.com/khach-san-ha-noi/thang-long-opera-hotel,4.0,0.0,,"1C Phố Tông Đản, quận Hoàn Kiếm","Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm",2.097.000,Deluxe Double or Twin,ha-noi
86,Esplendor Hotel & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/esplendor-hotel-spa-ha-noi,4.0,5.0,,"80 Hàng Gà, quận Hoàn Kiếm","Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Ngay Phố Cổ, Gần Hồ Gươm",1.411.000,Studio Deluxe Double,ha-noi
87,The Hà Nội Club Hotel & Lake Palais Residences,https://www.ivivu.com/khach-san-ha-noi/the-hanoi-club-hotel-lake-palais-residences-11781,3.0,18.0,,"76 Phố Yên Phụ, quận Tây Hồ","Quận Tây Hồ, Ngay Hồ Tây",3.532.500,Premier Lake View King Room,ha-noi
88,Khách sạn Millennium Hà Nội,https://www.ivivu.com/khach-san-ha-noi/millennium-ha-noi,3.0,1.0,,"246B Hàng Bông, Quận Hoàn Kiếm","Trong Khu Phố Cổ, Gần Bãi Biển, Gần Chợ Đồng Xuân, Lễ Tân 24/24",555.000,Standard - Double,ha-noi
89,Hà Nội Boutique Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/hanoi-boutique-hotel-spa,3.5,14.0,,"7 Ngõ Gạch, quận Hoàn Kiếm","Quận Hoàn Kiếm, Gần hồ Hoàn Kiếm, Gần chợ Đồng Xuân, Hàng Buồm",916.000,Classic Room,ha-noi
90,Khách sạn The Ann Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-the-ann-ha-noi,4.0,1.0,,38A P. Hàng Chuối,"Quận Hai Bà Trưng, hồ bơi ngoài trời, phòng hợp hội nghị",2.596.000,Premium,ha-noi
91,Lavender Central Hotel & Spa Hà Nội (tên cũ: Oriental Central),https://www.ivivu.com/khach-san-ha-noi/khach-san-oriental-central-ha-noi,3.0,1.0,,"39 Hàng Bạc, Hoàn Kiếm","Quận Hoàn Kiếm, Trung tâm thành phố Hà Nội, Khu Phố Cổ",1.712.500,Superior Double Room,ha-noi
92,Khách sạn Western Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-western-ha-noi,3.0,1.0,,Ngõ 75 P.Trần Thái Tông,"Gần Mỹ Đình, Gần TT Hội nghị Quốc gia, Quận Cầu Giấy, Gần SVĐ Mỹ Đình",831.500,TWIN STANDARD,ha-noi
93,Khách sạn The Pearl Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-the-pearl-ha-noi,3.0,1.0,,"6B Láng Hạ, quận Ba Đình","Quận Ba Đình, Gần Trung tâm Triển Lãm Giảng Võ",1.204.000,Deluxe Room,ha-noi
94,Khách sạn Halo Hà Nội,https://www.ivivu.com/khach-san-ha-noi/dai-duong-hotel-3,3.0,0.0,,"Số 33 Ngõ 71 Đỗ Quang, Trung Hòa","Halo Hanoi Hotel ở Trung Hòa Nhân Chính, Hà Nội, cách Tòa nhà Charmvit Tower và Vincom Center Trần Duy Hưng 5 phút lái xe. Khách sạn này cách Đại học Quốc gia Hà Nội 1, 6 mi (2, 5 km) và cách Trung tâm Hội nghị Quốc gia Việt Nam 1, 7 mi (2, 7 km).",536.000,Standard Double Room - Non-Smoking,ha-noi
95,Tomodachi Retreat - Làng Mít Sơn Tây,https://www.ivivu.com/khach-san-ha-noi/tomodachi-retreat-lang-mit-son-tay,3.0,2.0,,"Thôn Trại Láng, xã Cổ Đông","Bên hồ Láng Hậu, Câu cá",1.955.500,Deluxe Lake View,ha-noi
96,Khách sạn Diamond Westlake Suites Hà Nội,https://www.ivivu.com/khach-san-ha-noi/diamond-westlake-suites-ha-noi,4.0,1.0,,96 Tô Ngọc Vân,"Quận Tây Hồ, Ngay Hồ Tây",2.082.000,2 Bedroom Apartment,ha-noi
97,Khách sạn TK123 Hà Nội,https://www.ivivu.com/khach-san-ha-noi/tk123-hanoi-hotel,3.0,0.0,,"34 Nam Ngư, Cửa Nam","Nhận phòng [24 giờ], Đưa đón sân bay",913.000,Superior,ha-noi
98,Khách sạn Anatole Hà Nội,https://www.ivivu.com/khach-san-ha-noi/anatole-ha-noi,4.0,3.0,,"26-28-30 Nhà Chung, Hoàn Kiếm","Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Gần Hồ Gươm, Gần Phố Cổ",2.598.000,Deluxe City View,ha-noi
99,Khách sạn Hà Nội - Giảng Võ,https://www.ivivu.com/khach-san-ha-noi/ha-noi,4.0,0.0,,D8 Phố Giảng Võ,"Quận Ba Đình, Bên hồ Giảng Võ",1.645.500,Deluxe Room,ha-noi
100,Khách sạn Royal Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-royal-ha-noi,3.0,4.0,,"19 Hàng Cháo, phường Cát Linh","Trung tâm thành phố, Gần Quốc Tự Giám, Phòng gia đình, Gần Ga Hà Nội",510.000,Standard Room,ha-noi
101,Khách sạn Splendid Premium Hà Nội,https://www.ivivu.com/khach-san-ha-noi/silk-queen-grand-ha-noi,4.0,19.0,,"36 Lò Sũ, quận Hoàn Kiếm","Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Gần Hồ Gươm, Gần Phố Cổ",1.870.000,Deluxe Internal Window,ha-noi
102,Khách sạn Super Candle Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-super-candle-ha-noi,4.0,3.0,,"287-301 Đội Cấn, Liễu Giai",Gần Lăng Chủ tịch Hồ Chí Minh,1.156.500,Superior Twin Room,ha-noi
103,Khách sạn Sunway Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-sunway-ha-noi,4.0,23.0,,"19 Phạm Đình Hổ, Quận Hai Bà Trưng","Quận Hoàn Kiếm, Gần Hồ Hoàn Kiếm",2.197.000,Deluxe King City View,ha-noi
104,Khách sạn Soleil Boutique Hà Nội,https://www.ivivu.com/khach-san-ha-noi/soleil-boutique-ha-noi,4.0,2.0,,211 Hàng Bông,"Gần Phố Cổ & Hồ Gươm, Quận Hoàn Kiếm, Gần nhà thờ lớn",2.340.000,Classic Room,ha-noi
105,Khách sạn Bảo Sơn International Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-bao-son-international,4.0,1.0,,"50 Nguyễn Chí Thanh, Láng Thượng","Quận Tây Hồ, Quận Đống Đa, Hồ bơi trong nhà, Phòng giải trí, Bãi đậu xe, Dịch vụ spa",1.540.000,Superior,ha-noi
106,Khách sạn La Beaute De Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-la-beaute-de-ha-noi,3.0,3.0,,"15 ngõ Trung Yên, quận Hoàn Kiếm","Quận Hoàn Kiếm, Thang máy, Cách Hồ Hoàn Kiếm khoảng 200m, Dịch vụ tour, Phòng gia đình",886.500,Deluxe Double or Twin,ha-noi
107,Khách sạn Eden Hà Nội,https://www.ivivu.com/khach-san-ha-noi/eden-ha-noi-hotel,4.0,2.0,,"22 Đoàn Trần Nghiệp, P. Bùi Thị Xuân",Quận Hoàn Kiếm,1.747.500,DOUBLE DOUBLE EXECUTIVE,ha-noi
108,Beryl Palace Hotel & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-angle-palace-ha-noi,3.0,0.0,,"173 Hàng Bông, Hoàn Kiếm",Kiến trúc Châu Âu,10.420.500,Superior Double or Twin Room,ha-noi
109,La Belle Vie Hotel,https://www.ivivu.com/khach-san-ha-noi/la-belle-vie-hotel,4.0,0.0,,"No 105, Nguyen Truong To Street","Ở Quận Ba Đình, Hà Nội",1.999.500,Classic Twin,ha-noi
110,Khách sạn La Casa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/la-casa-hanoi-hotel,4.0,0.0,,17 Pham Dinh Ho Street,"Ở Quận Hoàn Kiếm, Hà Nội",1.595.000,Deluxe,ha-noi
111,Hanoi Bella Rosa Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/bella-rosa-hotel,3.0,0.0,,"21 Cầu Gỗ, quận Hoàn Kiếm",Gần Nhà hát Múa rối Nước Thăng Long,2.181.500,Junior Suite,ha-noi
112,Khách sạn Luxury Old Quarter Hà Nội,https://www.ivivu.com/khach-san-ha-noi/luxury-old-quarter-hotel,3.0,3.0,,67 P. Hàng Bồ,"Gần Phố Cổ & Hồ Gươm, Quận Hoàn Kiếm, Ngay Phố Cổ",1.167.000,Superior Double Room with Window,ha-noi
113,Khách sạn Top Hà Nội,https://www.ivivu.com/khach-san-ha-noi/top-hotel-562080,4.0,0.0,,"188 Lê Quang Đạo, Mễ Trì","Gần Mỹ Đình, Gần TT Hội nghị Quốc gia, Quận Nam Từ Liêm, Gần SVĐ Mỹ Đình",1.293.000,Superior Twin,ha-noi
114,Hà Nội Brilliant Hotel and Spa,https://www.ivivu.com/khach-san-ha-noi/hanoi-brilliant-hotel-and-spa,3.0,0.0,,"44 Hàng Trống, quận Hoàn Kiếm","Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Ngay Hồ Gươm",972.000,Deluxe Twin,ha-noi
115,Khách sạn Royal Holiday Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-royal-holiday-ha-noi,3.0,5.0,,19 Hàng Hành,"Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Ngay Phố Cổ, Gần Hồ Gươm",1.782.500,"Royal Double Room, 1 Bedroom, City View",ha-noi
116,Aurora Premium Hotel & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/delicacy-central-hotel-spa,4.0,0.0,,61 Hàng Bè,"Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Ngay Phố Cổ, Gần Hồ Gươm",1.876.000,Superior Room without Window,ha-noi
117,Khách sạn Hanoi Fiesta Central Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/khach-san-dahlia-ha-noi,3.0,0.0,,18 Hàng Đường,"Gần Phố Cổ & Hồ Gươm, Quận Hoàn Kiếm, Ngay Phố Cổ",958.500,Superior - 1 Double Bed,ha-noi
118,Babylon Premium Hotel & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/babylon-premium-hotel-spa,4.0,0.0,,05 - 07 Hàng Hòm,"Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Ngay Phố Cổ",1.901.000,Deluxe Double Room,ha-noi
119,Khách sạn Tirant Hà Nội,https://www.ivivu.com/khach-san-ha-noi/tirant,4.0,3.0,,38 Gia Ngư,"Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Ngay Hồ Gươm, Phố Cổ",2.012.000,Deluxe Room with Internal Window,ha-noi
120,Khách sạn Eternity Hà Nội,https://www.ivivu.com/khach-san-ha-noi/eternity-hotel,3.0,2.0,,"32 Yết Kiêu, quận Hoàn Kiếm","Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, Cách Phố cổ 10 phút lái xe, Thang máy, +1, ",711.500,Standard Double Room,ha-noi
121,Khách sạn Skyline Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-skyline-ha-noi,3.0,0.0,,"Số 16 Ngõ Trung Yên, đường Đinh Liệt, Hàng Bạc","Quận Hoàn Kiếm, cách Hồ Hoàn Kiếm 200m, Thang máy, Chỗ đỗ ô tô",755.500,"Superior Double - Non-Smoking, No View",ha-noi
122,Khách sạn Peridot Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-delano-ha-noi,4.0,0.0,,"52 Đường Bát Sứ, Quận Hoàn Kiếm",Cổ điển,2.172.000,Grand Deluxe Room with Balcony,ha-noi
123,The Hanoian Central Hotel & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/the-hanoian-central-hotel-ha-noi,3.5,1.0,,"42 Hàng Cót, quận Hoàn Kiếm","Gần Phố Cổ & Hồ Gươm, Quận Hoàn Kiếm, Hàng Mã, Gần phố cổ",1.852.500,Superior,ha-noi
124,Khách sạn Royal St Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-royal-st-ha-noi,3.0,1.0,,112 Nguyễn Khánh Toàn,"Quận Cầu Giấy, Gần Hồ Nghĩa Tân, Gần Công viên Thủ Lệ",737.500,Superior Double Room,ha-noi
125,Khách sạn A25 Trần Quốc Toản Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-a25-tran-quoc-toan,3.0,5.0,,"15 Trần Quốc Toản, quận Hoàn Kiếm","Gần phố Cổ, Gần hồ Gươm",1.056.000,Superior,ha-noi
126,Khách sạn A25 Hàng Nón Hà Nội,https://www.ivivu.com/khach-san-ha-noi/a25-hotel-hang-non,2.0,0.0,,26A Hàng Nón,"Quận Hoàn Kiếm, +1, ",924.000,Tiêu Chuẩn,ha-noi
127,O'Gallery Premier Hotel & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/ogallery-premier-hotel-spa-ha-noi,4.0,0.0,,"Số 122 Phố Hàng Bông, Quận Hoàn Kiếm","Quận Hoàn Kiếm, Trung Tâm, Gần Ga Hà Nội, Boutique, Spa, Phục vụ 24/7",1.788.000,Deluxe Double Internal Window,ha-noi
128,Khách sạn Hướng Dương Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-huong-duong-ha-noi,3.0,0.0,,"66 P. Nguyễn Bá Khoản, Trung Yên 9","Hướng Dương Hotel ở Hà Nội, liền kề trung tâm mua sắm, cách Công viên Thủ Lệ và Vincom Center Trần Duy Hưng 5 phút lái xe. Khách sạn này cách Bảo tàng Hà Nội 1, 4 mi (2, 2 km) và cách Cung Triển lãm Kiến trúc Quy hoạch Xây dựng Quốc gia 1, 5 mi (2, 3 km).",581.500,Standard - Double,ha-noi
129,Khách sạn M Village Hồ Gươm Hà Nội,https://www.ivivu.com/khach-san-ha-noi/m-village-ho-guom,3.0,0.0,,"Số 38, phố Hai Bà Trưng, P. Tràng Tiền","Quận Hoàn Kiếm, Nhận phòng [24 giờ], Nhận/trả phòng [nhanh], Wi-Fi [miễn phí]",1.045.000,Studio No Window,ha-noi
130,Khách sạn Splendid Holiday Hà Nội,https://www.ivivu.com/khach-san-ha-noi/splendid-holiday-ha-noi,3.0,2.0,,"Ngõ 16 Thọ Xương, Ấu Triệu","Quận Hoàn Kiếm, Ở Trung tâm Hà Nội, Gần Nhà thờ Lớn",1.921.000,Superior Queen Room,ha-noi
131,Khách sạn Nesta Hà Nội,https://www.ivivu.com/khach-san-ha-noi-station/khach-san-nesta-ha-noi-1,4.0,0.0,,"30 Nguyễn Thượng Hiền, Hai Bà Trưng",,1.430.000,Superior,ha-noi
132,Khách sạn Gondola Hà Nội,https://www.ivivu.com/khach-san-ha-noi/gondola-hanoi,3.5,0.0,,"31 Hàng Hành, Quận Hoàn Kiếm","Quận Hoàn Kiếm, Cách Phố cổ 3 phút đi bộ, Phòng gia đình, Bữa sáng miễn phí, +1, ",2.067.500,Superior Room,ha-noi
133,Classy Holiday Hotel & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/classy-holiday-ha-noi,3.0,2.0,,"49 Lãn Ông, Quận Hoàn Kiếm","Quận Hoàn Kiếm, Cách Phố cổ 7 phút đi bộ, Bãi đậu xe ô tô, Phòng gia đình",1.216.500,Classic Double or Twin Room,ha-noi
134,Khách sạn Nesta & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi-station/khach-san-nesta-spa-ha-noi,4.0,0.0,,"83 Hào Nam, quận Đống Đa",,1.309.000,Superior,ha-noi
135,Khu Căn Hộ Swiss-Belresidences Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khu-can-ho-epic-tower-swiss-belresidences-ha-noi,5.0,0.0,,"19 Duy Tân, Quận Cầu Giấy","Quận Cầu Giấy, Gần Mỹ Đình",2.006.500,Studio Executive,ha-noi
136,Khách sạn Newstyle Hà Nội,https://www.ivivu.com/khach-san-ha-noi/newstyle-hanoi-hotel-apartment-44111721,2.0,0.0,,12 Ng. 80 Trần Duy Hưng,"Nhận phòng [24 giờ], Nhận/trả phòng [nhanh], Wi-Fi [miễn phí], Đưa đón sân bay, Bãi đỗ xe [miễn phí]",346.500,Standard Room,ha-noi
137,Khách sạn Riverside Hanoi,https://www.ivivu.com/khach-san-ha-noi/khach-san-riverside-ha-noi,4.0,0.0,,"118 Nguyễn Đình Hoàn - Hoàng Quốc Việt, Nghĩa Đô","Quận Tây Hồ, +1, ",788.500,Superior Twins,ha-noi
138,Khách sạn Bluebell Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-bluebell-hotel-ha-noi,1.5,106.0,,"41 Ngõ Huyện, Hàng Trống","Quận Hoàn Kiếm, Trung tâm thành phố Hà Nội, Khu phố cổ",410.500,Double,ha-noi
139,Khách sạn Hà Nội Pearl,https://www.ivivu.com/khach-san-ha-noi/hanoi-pearl-hotel,4.0,10.0,,"Số 6, Bảo Khánh","Quận Hoàn Kiếm, Gần Phố Cổ & Hồ Gươm, +1, ",2.006.000,Deluxe Window,ha-noi
140,Khách sạn Flower,https://www.ivivu.com/khach-san-ha-noi/flower-66703,3.0,0.0,,"55 Nguyễn Trường Tộ, Quận Ba Đình","Quận Hoàn Kiếm, +1, ",1.078.000,Deluxe,ha-noi
141,Khách sạn và Spa Quốc Hoa Premier,https://www.ivivu.com/khach-san-ha-noi/quoc-hoa-hanoi,3.5,0.0,,"Số 10, Phố Bát Đàn","Quận Hoàn Kiếm, +1, ",1.767.500,Deluxe Double Room With Window,ha-noi
142,Khách sạn & Spa Hồng Ngọc Dynastie Boutique,https://www.ivivu.com/khach-san-ha-noi/hong-ngoc-1,3.0,0.0,,"30-34, Phố Hàng Mành","Quận Hoàn Kiếm, +1, ",1.740.500,"SUPERIOR, NO WINDOW",ha-noi
143,Khách sạn Aquarius Grand Hà Nội,https://www.ivivu.com/khach-san-ha-noi/hanoi-value,3.0,0.0,,"90B Nguyễn Hữu Huân, Phường Lý Thái Tổ","Quận Hoàn Kiếm, +1, ",890.000,Superior,ha-noi
144,Maya Boutique Hotel & Spa Hà Nội,https://www.ivivu.com/khach-san-ha-noi/maya-boutique-hotel-spa,3.0,0.0,,20 Đào Duy Từ,"Quận Hoàn Kiếm, +1, ",1.150.000,Superior Double or Twin Room without Window,ha-noi
145,Khách sạn Lakeside Palace Hà Nội,https://www.ivivu.com/khach-san-ha-noi/golden-lake-185282,3.0,1.0,,"15 Hàng Hành, Quận Hoàn Kiếm","Quận Hoàn Kiếm, Khu vực Phố cổ, Phòng gia đình, Bãi đậu xe ô tô, Thang máy",759.500,Superior,ha-noi
146,Khách sạn Lucky,https://www.ivivu.com/khach-san-ha-noi/lucky-1,3.0,0.0,,12 Hàng Trống,"Quận Hoàn Kiếm, +1, ",1.573.000,Deluxe Double Or Twin,ha-noi
147,Khách sạn Hà Nội Serendipity,https://www.ivivu.com/khach-san-ha-noi/vietface-hotel,3.0,0.0,,14A Chân Cầm,"Quận Hoàn Kiếm, +1, ",671.500,"SUPERIOR, DOUBLE BED, CITY VIEW",ha-noi
148,Khách sạn và Spa Holiday Suites,https://www.ivivu.com/khach-san-ha-noi/holiday-diamond-hotel-221212,3.0,0.0,,5 Nguyễn Siêu,"Hanoi Holiday Diamond Hotel ở trung tâm Hà Nội, cách Ô Quan Chưởng và Phố Tạ Hiện 3 phút đi bộ. Khách sạn này cách Đền Bạch Mã 0, 2 mi (0, 3 km) và cách Phố Hàng Mã 0, 2 mi (0, 3 km).",461.500,Superior Double Room -Non-Smoking,ha-noi
149,Khách sạn Capital Garden,https://www.ivivu.com/khach-san-ha-noi/capital-garden-hotel-hanoi,3.0,0.0,,"So 4, Hoang Ngoc Phach","Khách sạn Capital Garden ở trung tâm Hà Nội, chỉ cách Đại sứ quán Mỹ và Đại sứ quán Nhật Bản 5 phút lái xe. Khách sạn này cách Đại sứ quán Hàn Quốc 1, 4 mi (2, 2 km) và cách Lotte Center Hanoi 1, 4 mi (2, 2 km).",967.000,Superior,ha-noi
150,Khách sạn Rising Dragon Legend,https://www.ivivu.com/khach-san-ha-noi/rising-dragon-legend-hotel,3.0,1.0,,55 Hàng Bè,"Khách sạn Rising Dragon Legend ở trung tâm Hà Nội, cách Nhà hát Múa rối Nước Thăng Long và Nhà hát Ca trù Thăng Long 2 phút đi bộ. Khách sạn này cách Hồ Hoàn Kiếm 0, 1 mi (0, 2 km) và cách Đền Ngọc Sơn 0, 2 mi (0, 3 km).",726.500,Superior,ha-noi
151,La Dolce Vita,https://www.ivivu.com/khach-san-ha-noi/la-dolce-vita-private-enterprise,4.0,0.0,,53 Hàng Bồ,"Quận Hoàn Kiếm, +1, ",1.178.000,Deluxe Queen - 1 Bathroom,ha-noi
152,Khách sạn Âu Việt Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-au-viet-ha-noi,3.0,1.0,,126 Nguyễn Hoàng,"Gần Mỹ Đình, Quận Nam Từ Liêm, Gần SVĐ Mỹ Đình",930.000,Standard Room（No window）,ha-noi
153,La Beaute Boutique Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/khach-san-calypso-suites-ha-noi,3.0,0.0,,"11 Ngõ Trung Yên, Đinh Liệt","La Beaute Boutique Hotel & Spa ở trung tâm Hà Nội, cách Phố Tạ Hiện và Nhà hát Ca trù Thăng Long 3 phút đi bộ. Khách sạn 4 sao này cách Chợ Đêm Phố Cổ Hà Nội 0, 2 mi (0, 3 km) và Hồ Hoàn Kiếm 0, 4 km).",885.000,Deluxe Room,ha-noi
154,Smile Hotel,https://www.ivivu.com/khach-san-ha-noi/khach-san-smile-ha-noi,0.0,2.0,,"34 Cửa Bắc, Trúc Bạch","Quận Tây Hồ, +1, ",536.500,Deluxe Double or Twin,ha-noi
155,Khách sạn Golden Sun Suites,https://www.ivivu.com/khach-san-ha-noi/khach-san-golden-sun-suites-ha-noi,3.0,0.0,,35 Hang Quat,"Quận Hoàn Kiếm, +1, ",1.802.500,Deluxe Double or Twin Room,ha-noi
156,Khách sạn Elite Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-elite-ha-noi,2.0,0.0,,10/50 Đào Duy Từ,"Quận Hoàn Kiếm, +1, ",838.000,Superior Double Bed,ha-noi
157,Khách sạn Golden Sun Villa,https://www.ivivu.com/khach-san-ha-noi/khach-san-golden-sun-villa-ha-noi,0.0,0.0,,68 Hàng Trống,"Quận Hoàn Kiếm, +1, ",1.735.000,Premium Suite,ha-noi
158,Khách sạn Hanoi Golden Moon,https://www.ivivu.com/khach-san-ha-noi/khach-san-golden-moon-ha-noi,3.0,1.0,,65 Nguyễn Hữu Huân,"Quận Hoàn Kiếm, +1, ",854.000,Standard Double,ha-noi
159,Khách sạn và Spa Hà Nội Paradise,https://www.ivivu.com/khach-san-ha-noi/khach-san-paradise-boutique-ha-noi,3.0,0.0,,62 Phố Hàng Bạc,"Quận Hoàn Kiếm, Quận Tây Hồ, Nằm trong Phố Cổ, Paradise Bar, Dịch vụ phòng 24/24",1.494.000,Deluxe Double or Twin,ha-noi
160,Khách Sạn và Spa Media Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-meracus-ha-noi,3.0,0.0,,11 Hàng Dầu,"Hanoi Media Hotel and Spa ở trung tâm Hà Nội, chỉ cách Nhà hát Múa rối Nước Thăng Long và Hồ Hoàn Kiếm vài bước đi bộ. Khách sạn 4 sao này cách Đền Ngọc Sơn 0, 1 mi (0, 2 km) và Nhà hát Ca trù Thăng Long 0, 2 mi (0, 3 km).",1.295.500,Double Superior,ha-noi
161,Khách sạn Hà Nội Inner,https://www.ivivu.com/khach-san-ha-noi/khach-san-splendid-star-boutique-ha-noi,3.0,1.0,,19 Au Trieu,"Splendid Star Boutique Hotel ở Quận Hoàn Kiếm, Hà Nội, cách Nhà thờ Lớn Hà Nội và Phố Hàng Gai 5 phút đi bộ. Khách sạn này cách Chợ Hàng Da 0, 3 mi (0, 5 km) và cách Bệnh viện Phụ sản Trung ương 0, 3 mi (0, 5 km).",613.000,Double or Twin DELUXE CITY VIEW,ha-noi
162,Khách sạn Hà Nội Rendezvous,https://www.ivivu.com/khach-san-ha-noi/khach-san-rendezvous-ha-noi,2.0,0.0,,31 Hàng Điếu,"Tọa lạc tại trung tâm Hà Nội, Khách sạn Hà Nội Rendezvous, cách Nhà thờ Lớn Hà Nội và Chợ Đồng Xuân 10 phút đi bộ. Khách sạn cách Hồ Hoàn Kiếm 0, 4 mi (0, 7 km) và cách Ô Quan Chưởng 0, 6 mi (0, 9 km).",2.057.500,Basic Double or Twin Room,ha-noi
163,Khách sạn Tú Linh Palace,https://www.ivivu.com/khach-san-ha-noi/khach-san-tu-linh-palace-ha-noi,3.0,0.0,,2B Hàng Gà,"Quận Hoàn Kiếm, +1, ",1.006.000,Classic Room,ha-noi
164,Hotel Des Arts - The Noble,https://www.ivivu.com/khach-san-ha-noi/khach-san-noble-boutique-ha-noi,3.0,0.0,,98 Hàng Gai,"Quận Hoàn Kiếm, +1, ",1.777.000,Superior,ha-noi
165,Khách sạn Công Đoàn Việt Nam Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khach-san-cong-doan-ha-noi,3.0,2.0,,14 Trần Bình Trọng,"Khách sạn Công Đoàn Việt Nam Hà Nội ở Quận Hoàn Kiếm, Hà Nội, cách Cung Văn hóa Hữu nghị 5 phút đi bộ và cách Công viên Thống Nhất 6 phút đi bộ. Khách sạn này cách Bảo tàng Công an Hà Nội 0, 4 mi (0, 6 km) và cách Đại sứ quán Bỉ 0, 5 mi (0, 8 km).",1.203.500,Standard Twin,ha-noi
166,Khách Sạn và Spa Splendid Star Grand,https://www.ivivu.com/khach-san-ha-noi/splendid-star-grand-hotel,3.0,0.0,,"14 Thọ Xương, Ấu Triệu","Quận Hoàn Kiếm, +1, ",1.921.000,DOUBLE SUPERIOR QUEEN BED,ha-noi
167,Khách sạn Little Diamond Hà Nội,https://www.ivivu.com/khach-san-ha-noi/little-hanoi-diamond,3.0,1.0,,11-13 Bát Đàn,"Gần Phố Cổ & Hồ Gươm, Quận Hoàn Kiếm, Ngay Phố Cổ",924.500,Deluxe Twin Room,ha-noi
